,tweet,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper
1162,awesome free app keeping track friends meeting finding people,2,21,118,4.666666666666667,6,1,0,3
1163,"-&gt; google, 4 people work 7 people rather 7 people work 4. #agileagency",2,27,139,4.185185185185185,7,2,3,3
1164,"tweet register exclusive passes events, parties + 2 - &quot;give liberty and/or free #sxswpass - please",2,26,144,4.576923076923077,7,2,1,2
1165,brought whitelists #qagb,1,13,77,5.0,5,2,0,0
1166,"cool! opened makeshift #sxsw, ipad2 available 5pm today... #tempted",1,19,112,4.947368421052632,6,2,0,1
1167,android developers going #sxsw?,1,9,51,5.375,2,1,0,0
1168,2 takes [#video]: one biggest events first day sxsw 2011û_,2,19,100,4.315789473684211,4,1,1,4
1169,(via sold everything except 64gig wifi white,2,15,91,5.133333333333334,3,1,0,0
1170,headed designing interfaces - navigation schemas sxsw. #uxdes,1,13,89,5.428571428571429,2,2,0,2
1171,congress. nice. set open popup shop core sxsw action #apple,1,20,108,4.45,4,2,0,3
1172,apple's taking old ipads teach america (user gets tax write-off) buy ipad. kinda cool.,2,24,129,4.416666666666667,5,1,0,1
1173,waiting session start: touching stories - designing digital magazines,1,16,97,5.125,5,1,0,1
1174,open time tues &amp; wed news site managers want chat news. let know!,1,22,111,4.090909090909091,6,1,0,0
1175,prepping aka &quot;nerds gone wild&quot; - here's list parties thanks,1,19,111,4.894736842105263,6,1,0,0
1176,"even begins, wins - techcrunch - #ipad",2,12,67,4.666666666666667,0,2,0,1
1177,design malady: elbow - hate ipad's back button heat million suns. #tapworthy,0,23,124,4.434782608695652,5,2,0,2
1178,"like asserted, corporate indie. well damn, setting &quot;pop-up&quot; shop",1,21,128,5.142857142857143,6,1,0,2
1179,photo: iûªm spending sat night #sxsw. chatting husband skype coffee...,1,24,131,4.5,9,1,0,2
1180,wanna know fast cellular signal #sxsw? get coverage: austin ios (free) detailed maps -,1,23,129,4.6521739130434785,6,1,0,3
1181,found 'emily white: #sxsw' music business 101 app,1,15,80,4.4,3,1,1,2
1182,lol. #apple erects temporary #austin sell #ipad 2.,3,15,85,4.733333333333333,3,4,0,2
1183,great idea behind #circles &amp; launching secret social network called circles,2,18,124,5.944444444444445,0,2,0,1
1184,hey presenters &amp; attendees! tips show presentations #ipad #iphone,1,21,124,4.9523809523809526,7,3,0,1
1185,"i'm going year, geeky enough. instead &amp; challenging boggle",1,24,134,4.625,10,1,0,1
1186,report: open pop-up,1,8,43,4.5,2,1,0,1
1187,"current plan= paper notepad (#viztalk), ipad. keyboard computer (netbook laptop). going ultralite.",1,17,121,6.176470588235294,2,1,0,1
1188,best thing heard &quot;i gave 2 money #japan relief. need 2.&quot; (@mention,1,24,133,4.583333333333333,5,2,1,3
1189,"awaiting high priestess #google, marissa mayer.",1,9,60,5.777777777777778,2,2,0,0
1190,thinks downtown austin outsold stores week?,1,17,97,4.764705882352941,6,1,0,0
1191,get #android update by/for #sxsw? least alpha? need testers?,1,15,87,4.866666666666666,5,2,0,0
1192,"true,expect insidious approaches, like subscriptions. . disgraceful. #libraries",0,15,116,7.285714285714286,1,2,0,1
1193,html5 t-shirt saying easeljs favorite canvas library #sxsw. thanks brah!,2,21,123,4.904761904761905,8,1,0,1
1194,"also, austin weekend. feel free ping want talk ipad.",1,23,117,4.130434782608695,11,1,0,1
1195,egyptian content flood. &quot;google put two servers web came back up.&quot; #sxswsa,1,20,123,5.2,5,2,0,1
1196,#google fans town #sxsw? stop austin gtug meeting wednesday 7th 7:00pm. map link:,1,23,125,4.478260869565218,6,2,0,3
1197,itune released free featured music! download today,1,10,68,5.9,1,1,0,1
1198,"ok, definitely need 2 #gadgetenvy",2,9,49,4.555555555555555,1,2,1,3
1199,"launch major social network called circles, possibly today",1,16,104,5.5625,1,1,0,1
1200,really enjoying changes gowalla 3.0 android! looking forward seeing else &amp; foursquare sleeves,2,24,144,5.041666666666667,10,1,0,1
1201,heading make sure holler gram,1,16,79,4.266666666666667,6,1,0,0
1202,"art #ipad view daily + free coffee, idevice recharging åç austin details",1,20,113,4.7,4,2,0,0
1203,browser u prefer? internet explorer 9 chrome sway in: via #ie9,1,19,104,4.777777777777778,2,2,1,3
1204,route-around traffic pretty sweet. route-around saving users 2 years day! efficient time environment.,2,21,137,5.571428571428571,6,1,1,1
1205,killer shot got last night #nokiaconnects concert,1,15,87,4.866666666666666,4,2,0,2
1206,#google fans town #sxsw? stop austin gtug meeting wednesday 7th 7:00pm. map link:,1,21,113,4.428571428571429,6,2,0,2
1207,killer shot got last night #nokiaconnects concert,1,17,99,4.882352941176471,4,2,0,3
1208,seeing tons ipad2s around. guess took long get line (@mention,2,20,110,4.55,7,1,0,1
1209,tr (tries again) launch social network called circles:,3,16,99,5.25,2,1,0,1
1210,geeking youtube apis teaching theatre,2,13,85,5.615384615384615,2,1,0,2
1211,team android choice awards finalists announced!,1,8,60,6.625,0,1,0,0
1212,first 19 apps download #ipad 2 #in via,1,15,81,4.466666666666667,0,3,2,1
1213,popup #gonnagetanipad2,1,10,63,5.4,4,2,0,0
1214,"loved hangover breakfast. awesome swag, yummy food &amp; rockin tunes! stoked griffin cordless charger!",2,19,134,6.105263157894737,2,1,0,1
1215,buzz circles... social media shakedown brewing? anything go hear head heart #sxsw!,1,25,134,4.4,6,1,0,1
1216,monthly value user ios $9.50. android $7.20. utility apps valuable. #sxsweisner,1,18,117,5.555555555555555,2,2,0,2
1217,launches route around traffic - offers 3 options keep traffic. saves 2yrs worth time...every day.,2,22,127,4.818181818181818,5,1,1,0
1218,watch - #ecademy &gt;&gt; fascinating &amp; true maps saving itme - lots,2,21,123,4.904761904761905,5,2,0,0
1219,noticed dst coming weekend. many users hour late sxsw come sunday morning? #iphone,0,24,128,4.375,7,2,0,4
1220,"perception street view ûïbig brotherû - trying transparent data have, give users control -",1,24,139,4.833333333333333,6,1,0,1
1221,"launch major social network called circles, possibly today @",1,18,123,5.888888888888889,1,1,0,0
1222,"hey anyone signing group texting app, groupme? got iphone, one else it, so....kinda useless.",0,27,140,4.222222222222222,12,1,0,0
1223,bad want go home read reader feed? #geek,2,18,81,3.5555555555555554,6,2,0,1
1224,one producers going #sxsw. (hopefully free) apps dl?,1,16,88,4.5625,6,1,0,2
1225,friendly reminder attendees: talk text film slap mouth &amp; steal ipad. all.,1,29,144,4.0,12,1,0,2
1226,"chips, chips &amp; chips; appears official meal &amp; i've lived 4 days (tons miller light &amp; apps too)",1,29,152,4.275862068965517,9,1,1,1
1227,"nfc chips one big technology enablers 2011. nexus already it, 5 probably too.",1,25,132,4.32,8,1,1,2
1228,quotable --&gt; ûï@mention &quot;apple elegant fascist company america.&quot; #flip-board,0,16,118,6.4375,4,2,0,2
1229,launch major social network called circles!!! #google #circles,2,14,90,5.923076923076923,1,3,0,0
1230,"plans launch major social network called circles, possibly today",1,14,91,5.571428571428571,1,1,0,0
1231,/ people: brilliant spider: secret bryce manor 99 cents right now. buy it:,1,23,128,4.608695652173913,3,1,1,5
1232,"able afford attend buy today, consider saving $$û_ (cont)",1,23,118,4.173913043478261,8,1,0,2
1233,circle austin?,1,6,37,5.333333333333333,1,1,0,0
1234,"location, location location ! via #google #yam",1,16,104,5.5625,2,3,0,2
1235,open pop-up shop,1,8,41,4.25,2,1,0,1
1236,ok. someone's trying tell something: 2nd day row got right closed.,3,25,118,3.76,9,1,0,1
1237,mayer: think simplicity lot developing products. ^jr,1,16,93,4.875,4,1,0,3
1238,"launch major social network called #circles, possibly today! #smm &gt;&gt;really google? now?",1,20,135,6.105263157894737,1,3,0,2
1239,"launch major social network called circles, possibly today (updated - today, #sxsw) via",1,21,128,5.142857142857143,4,1,0,1
1240,@sxsw hope year's festival crashy year's app.,0,15,82,4.533333333333333,5,1,0,1
1241,"anyone heading android/iphone, install &quot;cab4me&quot;.",1,13,99,6.615384615384615,4,1,0,0
1242,release android app cluster -&gt;,1,12,70,4.916666666666667,2,1,0,1
1243,download free sampler bands playing here:,1,17,91,4.411764705882353,7,1,0,1
1244,abt surprise customer waiting line austin #ipad 2 ! #cbatsxsw / awesome,2,25,134,4.4,7,3,1,2
1245,sell 2s attendees. worked. sold out.,2,13,70,4.461538461538462,1,1,0,1
1246,"probably know this, #apple opening pop-up austin #sxsw. et #ipad2 there!",2,24,129,4.608695652173913,7,3,0,1
1247,bing party location last year's party #irony (@mention six lounge w/,1,20,121,5.1,4,2,0,1
1248,josh clark: hate ipad's back button heat million suns. #tapworthy,0,19,93,4.411764705882353,5,2,0,2
1249,maps street view car sighting!!!,2,9,53,5.625,0,1,0,1
1250,lightbox photos wants #android camera app ( #sxsw),1,13,72,4.615384615384615,0,2,0,1
1251,gr8 meeting u irl book signing today! really enjoyed prez &amp; mahalo autograph! #hisxsw,1,22,132,5.045454545454546,5,2,0,3
1252,charging party hallway. ux ia professionals unite!,2,12,74,5.25,3,1,0,2
1253,"longest line #sxsw? store, course.",1,13,70,4.833333333333333,2,1,0,1
1254,#nfc technology: google's testing using stickers windows tap get info.,1,18,102,5.0,5,2,0,1
1255,sxsw quotables giving away 2 today - need sign entered automatically.,1,25,123,3.96,11,1,1,1
1256,#japan #sendai #prayforjapan #beforetwitter #ipad #tiesto #hotel #airplane #food,1,10,86,7.7,0,10,0,0
1257,"version flipboard totally redesigned platform, says #sxflip",1,18,118,5.611111111111111,5,2,0,1
1258,"ummm - u dinosaur? question u dinosaur, shark, ninja pirate. #google party like 1986.",1,26,124,4.5,6,2,0,1
1259,see line front store. nothing like tech geek gathering launch day.,2,24,125,4.25,10,1,0,1
1260,kenya asked blog it. may tomorrow. pop-up coming,1,21,104,4.0,8,1,0,2
1261,walking party.,1,5,32,5.6,1,1,0,1
1262,"cool. sets 5,000 sq. ft. temporary sell 2's.",1,18,95,4.333333333333333,3,1,0,2
1263,indeed - info + #appleatxdt witness spectacle popup [#sxsw],1,19,115,5.105263157894737,4,1,0,2
1264,mayer: 20% searches local information ^pr,1,11,65,5.0,3,1,0,1
1265,geeks &amp; gadgets today's superstars. people lined 3 hrs sxswpopup shop buy 2 &amp; girls begging 2 hug crowley.,1,28,148,4.321428571428571,7,1,3,0
1266,crazy #apple's temporary #austin store. post coming pics.,1,16,96,5.0625,4,3,0,2
1267,set open popup shop core action #ipad2 unveiling,1,15,80,4.4,4,2,0,1
1268,"way &quot;ipad design headaches.&quot; sure bloggable, i'm sure interesting!",2,20,122,5.15,7,1,0,1
1269,engineer chrome came correct misstatements browser. awesome! #payingwithdata,2,18,123,5.888888888888889,7,2,0,0
1270,can't #ipad intimate together? #tapworthy #designflaws #sxswi,2,13,83,5.461538461538462,3,5,0,1
1271,"location, location location ! via #google",1,13,87,5.769230769230769,2,2,0,1
1272,aaron forth mint.com: pick platform carefully. (iphone) device adoption. direct consumers. #sxswmobileapps,1,15,125,7.333333333333333,1,2,0,1
1273,we've got exciting things we'll showing year: including drag drop management,2,23,132,4.782608695652174,9,1,0,1
1275,preview major social service called circles today,1,15,90,5.066666666666666,2,1,0,1
1276,jonathan zaggle showed us cool free texting app called zms,2,16,91,4.75,3,1,0,2
1277,"cant wait give samsung people demo horrible, terrible nexus phone",0,20,100,4.05,6,1,0,3
1278,#gowalla launch &quot;groupon living social-type&quot; rewards,1,11,84,6.7272727272727275,3,2,0,1
1279,:-) look everyone! zomg got 2 first day!,2,19,96,4.105263157894737,5,1,1,1
1280,sets temporary megastore sxsw nicholas jackson - atlantic (blog),1,16,96,5.0625,2,1,0,2
1281,monday's adfonic daily out! read #iphone white release #google social things #mobile ðü,2,20,123,5.2,5,4,0,0
1282,awesome cases #sxsw!,2,8,48,5.125,3,1,0,0
1283,&quot;pop up&quot; packed!,2,8,51,5.5,1,1,0,0
1284,"check bunch #free #atx unofficial events list, iphone/android:",1,20,121,5.1,8,3,0,1
1285,"diller tv: &quot;the first product good. consumer product, basically.&quot; #diller",0,19,130,5.894736842105263,4,2,0,2
1286,everyone going 2 ?,1,12,51,3.3333333333333335,4,1,1,0
1287,"line around block pop-up store. store, sxsw #photo",1,16,95,5.0,3,2,0,1
1288,waiting line 2. said may left...crossing fingers.,2,17,94,4.588235294117647,7,1,0,0
1289,"early #nerdbird - get app. share photos airport people. like people wal-mart, airports!",2,25,144,4.8,6,2,0,2
1290,"interesting --&gt;&gt; launch major social network called circles, possibly today",1,17,120,6.117647058823529,1,1,0,1
1291,rt@mention love it. #sxsw: &quot;apple comes cool technology one's ever heard go conferences&quot;,2,23,146,5.391304347826087,9,1,0,0
1292,#google future &quot;the power here&quot; paired augmented reality contextual reality #pnid,2,17,116,5.882352941176471,5,3,0,0
1293,"chillin talkin ux design perspective used programmer #superhappydevhouse, #google, #sxsw, #h4cker",1,19,124,5.578947368421052,8,4,0,2
1294,"thing - addition to, place print - cuts b.s. #newsapps panel",1,26,131,4.076923076923077,10,2,0,1
1295,download 20+ free tracks music sampler including,1,14,91,5.571428571428571,3,1,0,1
1296,google: taking product called hotpot. review/recommendations engine also social tool.,1,16,111,6.0,4,1,0,0
1297,"guys, ever plan attending #sxsw, need 4 things, skinny jeans, flannel shirt, beard #imanoutcast...",2,23,136,4.956521739130435,6,2,1,2
1298,overheard &quot;the relaxing computer&quot;: agreed. #ipad #apple,2,12,84,6.083333333333333,3,3,0,0
1299,less half hour we'll tell win 2! now! #sxswi - boss me!,1,30,131,3.5172413793103448,12,2,0,3
1300,know bad un-rsvp see/use calendar. #iphone #fml,0,18,93,4.470588235294118,8,3,0,1
1301,!?!? provide chargers?!? i've changed mind going next year!,0,19,106,5.176470588235294,4,1,0,1
1302,"(cnnmoney) 2011, computing device bigger passì©. mobile space buzz #wssxsw",2,22,127,4.818181818181818,7,2,0,1
1303,"#sxsw? come hear speak 40 mins. designing interfaces - navigation schemas ballrm a, 11:00am #uxdes",1,24,140,4.875,3,2,1,3
1304,"wow - gold's gym underneath store. kind nutshell, right?",1,18,94,4.277777777777778,6,1,0,1
1305,filming much cooler lame iphone... (at live show),2,21,111,4.55,6,1,0,1
1306,almost got plowed stampede wooing employees running open store.,1,17,95,4.647058823529412,6,1,0,1
1307,ne sapete qualcosa? ûï@mention launch major social network called circles #sxswû,1,17,116,5.882352941176471,1,1,0,1
1308,took work - figure i'm gonna need i'm there.,1,23,102,3.4782608695652173,12,1,0,1
1309,vatornews - force print media evolve?,1,12,70,4.916666666666667,1,1,0,0
1310,get free coverage:sxsw app! know austin get best cellular data connection.,1,20,123,5.2,5,1,0,3
1311,false alarm: circles coming nowûòand probably ever? - #google #circles #social,0,16,107,5.75,0,4,0,1
1312,80s splendor dancin spazzmatics aclu #partylikeits1986 !,1,19,115,5.388888888888889,5,2,0,2
1313,z43: let bodies hit floor [codes valid: 8:00-11:59:59a 03/15/11] #infektd #zlf,1,15,99,5.666666666666667,2,3,0,1
1314,dispatches #ipad 2 front lines #aspengrove #aspengrove #austin #line #tx,1,14,94,5.785714285714286,2,7,1,0
1315,"attendees, qrafter read qr codes tweet. download it! #iphone #qrcode",1,15,94,5.333333333333333,3,3,0,2
1316,feel like harry #dumbanddumber panel peeps #understandinghumans,1,16,104,5.5625,6,3,0,2
1317,"able afford attend buy today, consider saving $$$ japan earthquake relief.",1,25,131,4.28,9,1,0,1
1318,"#imanidiot wait line #ipad2 #sxsw. one! store, sxsw",2,19,107,4.684210526315789,7,3,0,1
1319,insane... even reason go sxsw #appletogo,2,15,77,4.2,6,2,0,2
1320,well done. see tonight w00t! wrote #hollergram app #sxsw!,2,18,108,5.055555555555555,4,2,0,1
1321,"rumour launching circles social network, we're launching products we're plenty else.",1,21,134,5.428571428571429,6,1,0,2
1322,theres class war forming #sxsw. 2 owners vs. first gen owners.,1,17,89,4.294117647058823,3,1,1,1
1323,mayer: 20% searches local information ^pr,1,13,77,5.0,3,1,0,2
1324,mystery prize! hope 2:) thanks great panel gift. #discotalk,2,22,114,4.2272727272727275,8,2,0,1
1325,"please u able [...] attend buy today, consider saving $$ japan earthquake relief (via",1,25,132,4.32,8,1,0,0
1326,asked one booth people #apple paid every single booth show product ipad2s. said no. #idontbelieve,0,25,136,4.48,7,3,0,1
1327,&quot;i'm learning things screen.&quot; 4-year old's explanation instantly knew use ipad.,2,25,145,4.84,12,1,0,1
1328,welcome 2 owners used owners. there's room everyone party. #postpc,2,19,106,4.631578947368421,5,2,1,1
1329,announces pop-up #sxsw. see take future pop-up stores here:,1,17,95,4.647058823529412,5,1,0,1
1330,people session taking photos 2s air... #doingitwrong,1,17,96,4.705882352941177,8,2,0,0
1331,technology happen iphone' - nokia #pushsnowboarding,0,11,77,6.090909090909091,3,2,0,0
1332,marissa mayer #sxsw: 150 million people use maps mobile devices. that's 50% since aug 2010 - #in,1,22,119,4.454545454545454,3,2,2,0
1333,ûï@mention #google connect digital &amp; physical worlds mobile - #sxswû,1,16,117,6.375,1,2,0,0
1334,nyc one day?,1,7,39,4.714285714285714,0,1,0,2
1335,opening temporary conference 2 launch. might make stop.,2,23,117,4.130434782608695,11,1,1,0
1336,must app going http://itunes.apple.com/us/app/holler-gram/id420666439?mt=8 #hollergram,2,16,134,7.4375,8,2,0,1
1337,"internet tv coming. tv, dvrs, xbox. train stopping. barry diller",1,15,91,5.133333333333334,2,1,0,0
1338,...and seems holding well. surprisingly. big event! #lxh #google,1,14,88,5.357142857142857,3,3,0,0
1339,crowley: really want ipad. time get there. #checkins #ketchsx,2,18,100,4.611111111111111,6,3,0,1
1340,iphone? use free ispyart app send photos #artallaround,1,21,117,4.619047619047619,7,2,0,2
1341,quiet storm - looking forward seeing google's marissa mayer,1,15,86,4.8,4,1,0,1
1342,good news! austin eats: bbq available - #itunes #austin #bbq #sxswi /via,1,19,112,4.947368421052632,3,5,0,3
1343,interesting #mobile stats - 40% maps users (~150mmû_ (cont),1,20,121,5.1,3,2,0,4
1344,"rt@mention launch major social network called circles, possibly today #twnp #socmedia",2,16,112,6.0625,1,3,0,0
1345,"already paying dividends, discovered couple cool apps android.",2,14,88,5.357142857142857,4,1,0,0
1346,rt@mention crowley cashmore think 2 minor step up. tell people standing line pop-up,2,25,133,4.36,8,1,1,1
1347,"presentation, demonstrates pause video video player pick spot app. #tveverywhere",1,25,142,4.72,10,2,0,1
1348,even security guard popup austin loves,2,18,91,4.352941176470588,5,1,0,0
1349,"download reserve space #meet, #mingle #escape #sxsw! go to:sxsw.myturnstone.com",1,19,133,6.052631578947368,7,4,0,0
1350,whatûªs blogger #blogging #blogger #google,1,11,77,6.090909090909091,1,4,0,1
1351,rumored launch social service called circles. would think would,1,18,109,5.111111111111111,4,1,0,1
1352,":) &quot;google tweet&quot; &quot;think speak.&quot; - mark belinsky, #911tweets panel #sxsw.",2,25,165,5.64,7,2,0,4
1353,"maps 5.0 - guys, huge!!!! marissa mayer",2,14,76,4.5,4,1,0,0
1354,"pats #sxsw. know i'm talking about, please julia sweeney learn.",1,26,138,4.346153846153846,11,1,0,1
1355,"#bavcid impact dashboard code available &quot;google code, github, popular sites&quot;",1,16,112,6.0625,5,2,0,0
1356,first panel day2 indie development #gaming #iphone,1,11,69,5.363636363636363,1,3,0,0
1357,think sucessful? possibly launching social network. ...,1,17,106,5.294117647058823,4,1,0,1
1358,"tries give doodles whimsical, fun spirit. #googledoodles",2,11,74,5.818181818181818,2,2,0,0
1359,cool set open popup shop core action,1,15,76,4.133333333333334,3,1,0,2
1360,think i'm one 3,1,12,56,3.75,4,1,1,1
1361,"panel: &quot;your mom ipad, designing boomers&quot;",1,14,87,5.285714285714286,4,1,0,1
1362,tweeted: best thing i've heard weekend &quot;i gave 2 money #japan relief. need ...,1,25,137,4.52,5,2,1,3
1363,rumours cleared &gt;&gt; we're launching products we're plenty else. join us,1,22,134,5.136363636363637,5,1,0,3
1364,complete ios dominance compels open frickin' temporary downtown austin week.,2,20,120,5.05,5,1,0,1
1365,cool internet art: eat itself. ads revenue used buy stock.,2,17,94,4.875,2,1,0,0
1366,"did... mom might call big #sxsw. power plant, cnn, google, offchain set trombone shorty pbs.",1,24,129,4.416666666666667,6,1,0,4
1367,"case missed news coverage, featured today's fast company:",1,18,101,4.9411764705882355,4,1,0,1
1368,said it! even better 2 w/verizon! revenge 4 yrs ridicule! glad #verizon customer!,2,25,132,4.5,5,2,2,1
1369,app mocking me. like money - come on.,0,18,80,3.5,6,1,0,4
1370,"oh, store...you look home downtown austin #sxtxstate store, sxsw #photo",2,19,119,5.315789473684211,4,3,0,2
1371,hipsters w/ oversized earphones pluged make happy texas loose gun laws,1,20,111,4.6,6,1,0,2
1372,even cabbies tech savvy. that's streaming twitter.,2,18,107,5.294117647058823,3,1,0,1
1373,google's #geosocial offers platform goes live,1,9,61,5.888888888888889,1,2,0,1
1374,"spokewoman nadja blagojevic e-mail circle: &quot;we announcing anything like #sxsw, untrue rumor.&quot;",1,22,150,5.863636363636363,8,1,0,1
1375,session #designingforkids changing mind future kid's relationship iphone. #sapient,2,19,128,5.7894736842105265,6,3,0,1
1376,"model one, all. &quot;apple comes cool tech one's ever heard cuz go conferences&quot;",2,28,150,4.392857142857143,11,1,0,1
1377,"#apple pop #austin #sxsw. get peeps line finished, brand power.",2,29,138,3.9285714285714284,14,3,0,0
1378,ûï@mention great example retail layed future - 'registers' 'checkout line',2,25,134,4.583333333333333,9,1,0,1
1379,techie fail one panel moderator europe says spent $3000 roaming charges sxsw 2010.,0,25,135,4.44,8,1,0,3
1380,today's tech tidbit: 2 takes sxsw [video] via #ipad2 #tech,2,17,103,5.117647058823529,0,3,1,2
1381,counting days plus strong canadian dollar means stock gear,2,16,88,4.5625,5,1,0,0
1382,poor austin. 2 launch coincides fri afternoon #sxsw. employees austin may begin weeping now.,2,24,144,5.041666666666667,3,1,1,3
1383,kawasaki: &quot;pagemaker saved apple.&quot; oh days. #jwtatl #enchantment,1,14,107,6.714285714285714,3,3,0,1
1384,"launch major social network called circles, possibly today #sxswi",1,16,104,5.5625,1,2,0,1
1385,reveal social network called circles? #google #facebook #twitter,1,14,95,5.857142857142857,1,4,0,1
1386,"hp popups #sxsw. gee, wonder get traffic. -",1,17,82,4.125,5,1,0,3
1387,"launch social network called circles, possibly today",1,15,98,5.6,1,1,0,2
1388,"left tradeshow demo theatre. ok, get it. see presenters using it.",2,27,139,4.185185185185185,8,1,0,3
1389,hmmm...taxi magic appear magic austin,0,16,83,4.25,9,1,0,0
1390,yayrt #ubersocial #iphone app includes uberguide sponsored #mashable,1,19,121,5.421052631578948,6,4,0,1
1391,thx sharing! 21 free tracks itunes featured artists: (via,1,17,103,5.117647058823529,3,1,1,2
1392,second day using ipad2 i'm really impressed. magnetic cover pure brilliance. using laptop old school.,2,25,138,4.56,7,1,0,1
1393,think effing hubby line #ipad 2. someone point towards line-up wife number #2. #sxswi,0,25,125,4.04,8,4,0,1
1394,"i'm frontend dev talk #sxsw, way. turned head far could, see single non-apple device. cor.",2,30,140,3.7,12,1,0,4
1395,".@mention bahrain govt turned earth. result, people learned govt turn back on.",1,24,128,4.375,9,1,0,0
1396,south southwest 2011 #android app released #sxswi #sxswedu,1,13,86,5.6923076923076925,1,4,1,2
1397,ipad2 popup like red cross emergency tent hipsters. lol. &lt;3 #publicradio,1,20,130,5.55,3,2,0,0
1398,bing's project euphoria social recommendations looks centric - interface could real advantage google.,2,19,132,6.0,4,1,0,0
1399,android version? download reserve space #sxsw!,1,17,109,5.470588235294118,5,1,0,1
1400,"launch major social network called circles, possibly today #socialmedia",1,17,119,6.0588235294117645,1,2,0,1
1401,"wants song,lets work. mr 285",1,12,57,3.75,0,1,1,11
1402,authenticator app mobile devices step ahead...,2,12,72,5.083333333333333,4,1,0,1
1403,users really clueless android os / ui? presentation seem basic everyone else too?,1,23,130,4.695652173913044,6,1,0,2
1404,"amazing joke bad teeth picture... british teeth google, first hit. dude killing it!",2,22,128,4.863636363636363,5,1,0,1
1405,two days last 6 months mobile usage maps higher desktop. - marissa mayer,1,26,137,4.3076923076923075,8,1,1,1
1406,"temporary #apple 6th congress #sxsw, along 10,000 happy hipsters.",2,15,92,5.2,5,2,0,0
1407,walked line 2. bahahahaha! least 5 blocks long. #fail,0,17,87,4.176470588235294,6,2,1,1
1408,heading free google-sponsored happy hour semantic web austin fogo de chìáo,2,15,96,5.466666666666667,2,1,0,0
1409,"congratulations, sent seesmic android phone, #sxsw!",2,11,74,5.818181818181818,4,1,0,1
1410,ipad2 me. 3 weeks w since gave #sxsw!! withdrawal!!!,2,20,96,3.85,5,1,1,2
1411,recommendation engine session fantastic! thanks #google #pandora #youtube #stumbledupon.,2,13,100,8.0,1,5,0,0
1412,win 2 ~ bizgym video clipcon! see intro reel #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,1,19,125,5.631578947368421,2,6,1,0
1413,"iphone, know week tough already-dwindling battery, help jeebus keep correcting curse words.",0,25,140,4.64,11,1,0,2
1414,trend tomlinson seeing age owners higher expected (says 55+ demo) #in #newsapp,2,24,127,4.333333333333333,10,3,0,1
1415,best newly added app goes awesome!! 2011 come one day one amazing day be!!,2,24,122,4.125,6,1,1,3
1416,thanks info closing time! heading finishing iron works bbq! #sxtxstate,1,21,124,4.9523809523809526,8,2,0,1
1417,"newspapers always chasing young readers. #sxsw, young developers pack panel design boomers. #yourmom",1,19,127,5.7368421052631575,2,2,0,2
1418,power struggles internet industry boil &quot;who platform &amp; app?&quot; see facebook ipad.,1,24,144,5.041666666666667,10,1,0,0
1419,download daily grape - app iphone. take wine shop.,2,25,114,3.9130434782608696,10,1,0,0
1420,wish went #sxsw? got covered! day 1 recap coyne's,1,20,109,4.5,5,1,1,1
1421,"officially ipad-ed (@mention store, sxsw w/ 16 others)",1,11,73,5.7272727272727275,0,1,1,2
1422,20% searches local information: marissa mayer. 6 million places claimed owners logged #google,1,24,145,5.083333333333333,7,2,1,2
1423,"you, i'd stay away tomorrow",0,14,73,4.285714285714286,3,1,0,1
1424,tablets like xoom touch emulates mouse-click/keyboard input means we're yet. #gswsxsw #futureoftouch,0,20,137,5.9,6,3,0,0
1425,price discriminate android users? contacted me! #doingsocialmediawrong,1,15,113,6.6,5,2,0,2
1426,woohoo! go game launches do-it-yourself scavenger hunts (via see,1,20,128,5.45,2,1,0,3
1427,"#sxsw: day 1. expected, everyone glued iphone/ipad, included.",2,13,83,5.461538461538462,4,1,0,1
1428,"need sweet mac goodness #sxsw, set temporary downtown:",2,19,101,4.368421052631579,7,1,0,1
1429,going first sport #ipad2 #sxsw? opened pop right convention.,1,23,109,3.782608695652174,10,2,0,1
1430,mayer: 20% searches local information ^pr,1,15,87,5.214285714285714,3,1,0,2
1431,"seen far #sxsw: pop-up store, pillow fight, mechanical bull, girls wearing jetpacks.",1,15,96,5.466666666666667,2,1,0,0
1432,tron amazing idea blue ray release. 2nd screen app syncs movie follow additional content.,2,26,146,4.653846153846154,8,1,0,3
1433,advent accessible ebooks [on ipad] viewed future generations landmark blind #poursite,2,22,126,4.7727272727272725,9,2,0,0
1434,smart them. &quot;apple set open popup shop core sxsw action&quot; - #apple,2,19,105,4.578947368421052,4,2,0,1
1435,marissa mayer: 40% maps usage mobile. surprised way north 50%,1,18,99,4.555555555555555,3,1,0,0
1436,pop-up austin #ipad2,1,9,48,4.444444444444445,2,2,0,1
1437,reveal social network called circles? #google #facebook #twitter (via,1,16,109,5.875,2,4,0,1
1438,"art project - like street view, except art museums around world. incl. 7 billion pixel image starry night. dang!",2,26,147,4.6923076923076925,3,1,1,2
1439,"essentials: water/energy bars, smart phone, camera, map dt, sunglasses, rainjacket, laptop/ipad, mp3 player/ipod, earplugs -...",2,17,136,7.0588235294117645,1,1,0,3
1440,"ok,i seen two impressive lines since i'm one yesterday. &amp; party cc",1,27,146,4.615384615384615,7,1,0,2
1441,"free itunes album, featured artists, grab missed it:",1,17,99,4.882352941176471,3,1,0,3
